toxic,severe_toxic,obscene,threat,insult,identity_hate
0.09310977160930634,0.009187059476971626,0.0387926883995533,0.007410046644508839,0.047767747193574905,0.006464255508035421
0.09402809292078018,0.009263080544769764,0.03859218209981918,0.007430715020745993,0.04886213317513466,0.006583616137504578
0.09378790110349655,0.00889066606760025,0.03827856481075287,0.00725761242210865,0.045548561960458755,0.006293802056461573
0.09402869641780853,0.009311838075518608,0.038719501346349716,0.007480503059923649,0.04909283295273781,0.006580647546797991
0.09512116760015488,0.009184641763567924,0.03817549720406532,0.0074008977971971035,0.04799672216176987,0.006445885170251131
0.09440959990024567,0.009173735044896603,0.03892895579338074,0.0073819225654006,0.04727979376912117,0.006521581672132015
0.09104330837726593,0.008673492819070816,0.03803226724267006,0.007217211648821831,0.04517463594675064,0.006300828419625759
0.0981375053524971,0.010245912708342075,0.039985280483961105,0.007622418459504843,0.0513048991560936,0.0068733892403542995
0.09451748430728912,0.009284508414566517,0.03826599940657616,0.007427241187542677,0.049498073756694794,0.006596923805773258
0.09425410628318787,0.009318738244473934,0.038325030356645584,0.007424411363899708,0.04945621266961098,0.0065803853794932365
0.09402869641780853,0.009311838075518608,0.038719501346349716,0.007480503059923649,0.04909283295273781,0.006580647546797991
0.0952497273683548,0.009215080179274082,0.03872491419315338,0.0073610893450677395,0.04783064126968384,0.006391730159521103
0.09465286135673523,0.009573468007147312,0.03887404128909111,0.00755828944966197,0.050413601100444794,0.006737132091075182
0.09490697085857391,0.008859401568770409,0.0383574403822422,0.007253168150782585,0.046170856803655624,0.006288939621299505
0.093404121696949,0.009234805591404438,0.038271695375442505,0.007368193473666906,0.04883614555001259,0.006536839529871941
0.09098850190639496,0.008656563237309456,0.037790488451719284,0.007098756730556488,0.04494048282504082,0.006239038426429033
0.09441708028316498,0.009467026218771935,0.03887571021914482,0.007539872545748949,0.05054924264550209,0.006698984652757645
0.09342778474092484,0.009448599070310593,0.03849273547530174,0.007422134280204773,0.04986986890435219,0.006653171498328447
0.09582524001598358,0.009379873983561993,0.03872934356331825,0.007524759043008089,0.04882941395044327,0.0065448833629488945
0.09145666658878326,0.008758803829550743,0.038092050701379776,0.007252460811287165,0.046141255646944046,0.006334808189421892
0.09574397653341293,0.009440908208489418,0.03876401111483574,0.007468928582966328,0.04860971122980118,0.006511286366730928
0.0953684076666832,0.009380091913044453,0.03837241232395172,0.00750131718814373,0.04908468574285507,0.006514479871839285
0.09139388054609299,0.00866274069994688,0.03801485151052475,0.0071728224866092205,0.04537859931588173,0.006257537752389908
0.09237251430749893,0.008857693523168564,0.03820431977510452,0.007215851917862892,0.045927006751298904,0.0063730087131261826
0.09564981609582901,0.00932289008051157,0.038491033017635345,0.007456690073013306,0.048557549715042114,0.006486050318926573
0.09104268997907639,0.008770075626671314,0.03819412365555763,0.007205764763057232,0.04584956169128418,0.006309525575488806
0.09262493997812271,0.008867377415299416,0.038187310099601746,0.007226644083857536,0.046189215034246445,0.00637973053380847
0.09373943507671356,0.008827724494040012,0.03803563490509987,0.007202699314802885,0.04618275165557861,0.006328316405415535
0.09106362611055374,0.008706103079020977,0.03782523423433304,0.007115419954061508,0.04590518772602081,0.006302094552665949
0.09451528638601303,0.009542389772832394,0.03869514912366867,0.007533149793744087,0.05033693462610245,0.006680524442344904
0.09513115882873535,0.009103067219257355,0.0381123349070549,0.007399476133286953,0.04801592975854874,0.0064463247545063496
0.09545491635799408,0.009403732605278492,0.03853430226445198,0.00739416154101491,0.04948846250772476,0.006530797574669123
0.09411913901567459,0.009269537404179573,0.03868044540286064,0.007435739040374756,0.04891634359955788,0.006531614810228348
0.0949602946639061,0.00922340340912342,0.0385945700109005,0.007445743773132563,0.04815056174993515,0.006493463180959225
0.09361565113067627,0.00889341440051794,0.03819655999541283,0.007147619500756264,0.046169817447662354,0.006248594727367163
0.09287571907043457,0.008836490102112293,0.03809360787272453,0.007078452501446009,0.045729804784059525,0.006205563433468342
0.09485273063182831,0.009212286211550236,0.03855584189295769,0.007410954684019089,0.048628248274326324,0.00653825793415308
0.09402869641780853,0.009311838075518608,0.038719501346349716,0.007480503059923649,0.04909283295273781,0.006580647546797991
0.09451933950185776,0.00926488358527422,0.03834333270788193,0.0073993150144815445,0.049384310841560364,0.006550085265189409
0.0948193147778511,0.009420390240848064,0.038933414965867996,0.007520490791648626,0.049576133489608765,0.006608045194298029
0.09556776285171509,0.009546256624162197,0.0387442409992218,0.007526543457061052,0.0499618723988533,0.006652276497334242
0.0981375053524971,0.010245912708342075,0.039985280483961105,0.007622418459504843,0.0513048991560936,0.0068733892403542995
0.0916241854429245,0.008839104324579239,0.038727983832359314,0.007293726317584515,0.04596154764294624,0.006397695280611515
0.09178430587053299,0.008604594506323338,0.037822648882865906,0.007166105788201094,0.04463465139269829,0.00626889243721962
0.09363720566034317,0.008745545521378517,0.03865788131952286,0.007248153444379568,0.04581194370985031,0.00637782970443368
0.09417682886123657,0.009329737164080143,0.03869585692882538,0.007459764368832111,0.04950656741857529,0.006579241715371609
0.09502582997083664,0.009189889766275883,0.03826597332954407,0.007359200622886419,0.04836180433630943,0.006418178789317608
0.09402869641780853,0.009311838075518608,0.038719501346349716,0.007480503059923649,0.04909283295273781,0.006580647546797991
0.09593342989683151,0.009183921851217747,0.03872712329030037,0.007428204175084829,0.0487215481698513,0.006541461683809757
0.09477993100881577,0.009630232118070126,0.03888107091188431,0.007601681165397167,0.050914615392684937,0.006744162179529667
0.09443652629852295,0.009043893776834011,0.03841988742351532,0.00730659905821085,0.04649456962943077,0.006354414392262697
0.09584100544452667,0.009330295957624912,0.03860018774867058,0.0074919117614626884,0.048736006021499634,0.006485454738140106
0.0936819538474083,0.0091527896001935,0.038829315453767776,0.007346376311033964,0.04701090231537819,0.006492063868790865
0.09441708028316498,0.009467026218771935,0.03887571021914482,0.007539872545748949,0.05054924264550209,0.006698984652757645
0.09276311844587326,0.008946225047111511,0.03823759779334068,0.0072549981996417046,0.046710316091775894,0.006402553524821997
0.09493761509656906,0.009261264465749264,0.03832495957612991,0.00735987676307559,0.04857337847352028,0.0064595285803079605
0.09361092001199722,0.009204236790537834,0.03860863298177719,0.007395632099360228,0.048319995403289795,0.00649804575368762
0.09323295205831528,0.00894760712981224,0.0385330431163311,0.007321322802454233,0.04701973497867584,0.0064438884146511555
0.09178430587053299,0.008604594506323338,0.037822648882865906,0.007166105788201094,0.04463465139269829,0.00626889243721962
0.09407524019479752,0.00910196639597416,0.03847270831465721,0.007274210918694735,0.04755702242255211,0.006370518356561661
0.09509439021348953,0.00928925909101963,0.03868957981467247,0.007498016580939293,0.049181658774614334,0.0065986961126327515
0.09530775994062424,0.009432515129446983,0.03888276591897011,0.007466248702257872,0.048713140189647675,0.00654061883687973
0.0981375053524971,0.010245912708342075,0.039985280483961105,0.007622418459504843,0.0513048991560936,0.0068733892403542995
0.09211108088493347,0.009059568867087364,0.03800888732075691,0.007290644105523825,0.04714210703969002,0.006443466991186142
0.09441708028316498,0.009467026218771935,0.03887571021914482,0.007539872545748949,0.05054924264550209,0.006698984652757645
0.09402869641780853,0.009311838075518608,0.038719501346349716,0.007480503059923649,0.04909283295273781,0.006580647546797991
0.09283202141523361,0.008831667713820934,0.03854728862643242,0.007268961984664202,0.046393539756536484,0.006322621833533049
0.09297457337379456,0.009044368751347065,0.03814774751663208,0.007271990645676851,0.04797724634408951,0.006412075832486153
0.0981375053524971,0.010245912708342075,0.039985280483961105,0.007622418459504843,0.0513048991560936,0.0068733892403542995
0.09392689168453217,0.009359912946820259,0.03878041356801987,0.0074332477524876595,0.04916044697165489,0.006535183172672987
0.092036172747612,0.008713406510651112,0.03804105892777443,0.00718701770529151,0.04516451805830002,0.006222578231245279
0.09441708028316498,0.009467026218771935,0.03887571021914482,0.007539872545748949,0.05054924264550209,0.006698984652757645
0.09089630097150803,0.008754842914640903,0.037903014570474625,0.007186268921941519,0.04604194313287735,0.006382436491549015
0.09441708028316498,0.009467026218771935,0.03887571021914482,0.007539872545748949,0.05054924264550209,0.006698984652757645
0.09078215062618256,0.008654673583805561,0.0378856286406517,0.007101274561136961,0.045044343918561935,0.006266050506383181
0.09441708028316498,0.009467026218771935,0.03887571021914482,0.007539872545748949,0.05054924264550209,0.006698984652757645
0.09533770382404327,0.009256443940103054,0.03851718455553055,0.007452375255525112,0.04910702258348465,0.006526675075292587
0.09189420938491821,0.008826476521790028,0.038625918328762054,0.007210115436464548,0.04536481201648712,0.00637005316093564
0.09361360967159271,0.009266537614166737,0.0388476587831974,0.007411045953631401,0.048434462398290634,0.006484877318143845
0.09149173647165298,0.008695661090314388,0.03792132809758186,0.007121587172150612,0.04531361907720566,0.006261826492846012
0.09416527301073074,0.009063659235835075,0.0380522646009922,0.007362870033830404,0.047488320618867874,0.0064454758539795876
0.0948190912604332,0.00919946376234293,0.038510680198669434,0.007367534097284079,0.047956544905900955,0.006478830240666866
0.09509240090847015,0.009564727544784546,0.038799773901700974,0.007537443656474352,0.05025506392121315,0.006685009691864252
0.09402869641780853,0.009311838075518608,0.038719501346349716,0.007480503059923649,0.04909283295273781,0.006580647546797991
0.0952100157737732,0.009253261610865593,0.03888292610645294,0.007428242824971676,0.04878310114145279,0.006561982911080122
0.09482668340206146,0.00951672624796629,0.039335887879133224,0.007512216921895742,0.04926320165395737,0.006639338564127684
0.09444361925125122,0.009053030982613564,0.03833447024226189,0.007275561336427927,0.04821956902742386,0.00635448656976223
0.09390932321548462,0.00907811988145113,0.03838510438799858,0.0073287044651806355,0.04730552062392235,0.006429470144212246
0.0928632840514183,0.00935363583266735,0.038252320140600204,0.007414291147142649,0.049162719398736954,0.006586591713130474
